accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,host_experience
3,1.0,2.0,2.0,90.0,250.0,0.0,1,3,1125,16,3.0
2,1.0,1.0,2.0,90.0,200.0,25.0,1,2,60,20,2.0
4,1.0,2.0,2.0,185.0,0.0,35.0,1,3,1125,2,5.0
2,1.0,0.0,1.0,99.0,300.0,50.0,0,1,1125,105,3.0
2,1.0,1.0,1.0,99.0,250.0,70.0,1,2,1125,0,1.0
3,1.0,1.0,1.0,89.0,200.0,65.0,2,3,21,15,1.0
1,1.0,1.0,1.0,45.0,0.0,0.0,1,14,1125,0,5.0
6,1.5,1.0,3.0,130.0,0.0,45.0,2,1,1125,0,1.0
2,1.0,1.0,1.0,90.0,100.0,60.0,2,1,1125,23,1.0
4,2.0,2.0,2.0,200.0,0.0,0.0,1,2,1125,1,2.0
7,2.5,3.0,4.0,225.0,500.0,200.0,1,2,1125,2,1.0
2,1.0,0.0,1.0,90.0,100.0,60.0,2,1,1125,34,1.0
2,1.0,0.0,1.0,90.0,200.0,50.0,2,1,4,31,2.0
2,1.0,1.0,1.0,79.0,0.0,10.0,1,3,1125,25,4.0
4,1.0,1.0,2.0,100.0,150.0,75.0,1,1,1125,10,1.0
6,2.0,4.0,5.0,225.0,0.0,0.0,1,2,1125,10,1.0
2,1.5,1.0,1.0,299.0,0.0,20.0,2,1,1125,0,1.0
3,1.0,1.0,2.0,70.0,0.0,30.0,2,1,30,117,4.0
2,1.5,1.0,1.0,28.0,0.0,0.0,1,1,7,3,1.0
2,4.5,1.0,4.0,65.0,200.0,35.0,2,2,360,22,4.0
2,1.0,1.0,1.0,69.0,100.0,50.0,1,2,1125,17,2.0
2,1.0,1.0,1.0,41.0,0.0,0.0,1,13,1125,3,2.0
2,1.0,1.0,1.0,42.0,0.0,0.0,2,1,1125,22,4.0
6,1.0,1.0,3.0,100.0,100.0,40.0,4,1,1125,80,3.0
2,1.0,1.0,1.0,100.0,0.0,0.0,1,1,1125,0,3.0
1,1.5,1.0,1.0,45.0,100.0,10.0,1,2,1125,8,2.0
2,3.5,1.0,1.0,65.0,200.0,35.0,2,2,180,37,4.0
6,1.0,2.0,3.0,170.0,300.0,65.0,4,3,1125,42,5.0
4,1.0,2.0,3.0,119.0,99.0,35.0,4,1,1125,2,1.0
2,1.0,1.0,1.0,100.0,0.0,0.0,1,2,1125,0,3.0
3,1.0,2.0,2.0,114.0,0.0,60.0,1,1,365,133,5.0
4,1.0,2.0,2.0,100.0,0.0,0.0,1,1,1125,0,4.0
2,1.0,1.0,1.0,68.0,0.0,25.0,3,1,1125,33,1.0
8,2.0,3.0,3.0,275.0,400.0,80.0,6,3,30,29,5.0
2,1.0,1.0,1.0,35.0,0.0,25.0,1,1,30,26,2.0
4,1.0,1.0,2.0,75.0,100.0,25.0,2,1,1125,7,1.0
6,2.0,3.0,3.0,95.0,100.0,50.0,3,3,1125,2,2.0
2,3.5,1.0,3.0,65.0,200.0,35.0,2,2,180,74,4.0
3,1.0,2.0,2.0,125.0,400.0,85.0,2,2,365,14,7.0
2,1.0,1.0,1.0,75.0,0.0,0.0,2,2,1125,10,1.0
3,1.0,1.0,2.0,72.0,0.0,0.0,1,1,1125,30,3.0
4,1.0,2.0,5.0,165.0,400.0,95.0,2,3,365,26,7.0
6,2.0,2.0,3.0,125.0,0.0,85.0,1,2,1125,17,2.0
2,1.0,1.0,1.0,125.0,0.0,50.0,2,2,1125,10,3.0
3,1.0,0.0,2.0,120.0,0.0,134.0,1,3,1125,1,5.0
2,0.5,1.0,1.0,75.0,0.0,25.0,1,1,2,3,1.0
6,2.0,3.0,4.0,299.0,250.0,119.0,1,2,1125,0,1.0
4,1.5,1.0,2.0,200.0,0.0,75.0,4,2,4,34,6.0
2,1.0,1.0,1.0,125.0,200.0,0.0,1,3,1125,5,7.0
8,2.5,4.0,4.0,250.0,0.0,100.0,8,3,1125,0,2.0
5,1.0,1.0,2.0,75.0,100.0,150.0,3,1,1125,5,6.0
4,1.0,2.0,2.0,119.0,200.0,59.0,0,2,1125,13,3.0
8,2.5,5.0,1.0,370.0,600.0,200.0,8,1,365,1,6.0
12,1.0,2.0,4.0,117.0,100.0,150.0,7,1,1125,54,6.0
2,1.0,0.0,2.0,85.0,200.0,25.0,1,1,60,6,1.0
4,1.0,2.0,2.0,200.0,100.0,150.0,1,2,10,1,4.0
4,2.0,2.0,2.0,129.0,0.0,85.0,1,2,60,19,4.0
2,1.0,1.0,1.0,70.0,200.0,20.0,1,3,1125,4,1.0
2,1.0,1.0,1.0,65.0,0.0,0.0,1,1,1125,12,1.0
2,1.0,1.0,1.0,110.0,600.0,0.0,2,4,31,22,5.0
2,1.5,1.0,1.0,109.0,109.0,16.0,1,1,1125,4,2.0
2,1.0,0.0,1.0,88.0,0.0,30.0,1,2,1125,30,1.0
4,1.0,1.0,1.0,75.0,100.0,150.0,2,1,1125,2,6.0
2,1.0,1.0,1.0,65.0,0.0,0.0,1,1,1125,2,3.0
2,1.0,1.0,1.0,75.0,0.0,0.0,1,1,15,10,1.0
4,1.0,2.0,2.0,136.0,300.0,50.0,1,2,90,12,4.0
5,1.0,1.0,3.0,139.0,350.0,65.0,4,2,1125,17,3.0
3,1.0,1.0,1.0,79.0,0.0,0.0,1,1,5,27,1.0
2,1.0,1.0,1.0,95.0,0.0,30.0,1,2,7,2,3.0
2,1.0,1.0,1.0,55.0,0.0,0.0,1,1,1125,18,1.0
6,2.0,3.0,3.0,200.0,0.0,0.0,1,1,1125,0,3.0
2,1.0,1.0,1.0,49.0,0.0,10.0,1,1,1125,5,3.0
2,1.0,1.0,1.0,65.0,0.0,0.0,1,1,1125,13,3.0
2,1.0,1.0,1.0,85.0,500.0,0.0,1,1,1125,16,2.0
1,1.0,1.0,1.0,39.0,0.0,0.0,1,1,1125,20,2.0
2,1.0,1.0,1.0,75.0,0.0,35.0,1,1,1125,5,3.0
2,1.0,1.0,1.0,75.0,250.0,35.0,1,1,1125,4,4.0
4,1.0,2.0,2.0,125.0,175.0,85.0,1,3,1125,0,1.0
5,2.5,3.0,3.0,215.0,150.0,70.0,1,2,7,2,3.0
4,1.0,1.0,2.0,99.0,150.0,25.0,2,1,1125,26,2.0
4,1.0,2.0,2.0,165.0,350.0,100.0,4,3,180,20,6.0
4,1.0,2.0,2.0,165.0,150.0,75.0,1,4,1125,4,4.0
2,0.5,1.0,1.0,55.0,150.0,0.0,1,1,1125,0,1.0
10,1.5,3.0,5.0,150.0,300.0,65.0,4,2,1125,5,4.0
10,2.0,3.0,6.0,249.0,449.0,100.0,1,2,1125,2,3.0
2,1.5,1.0,1.0,51.0,0.0,5.0,1,2,1125,5,1.0
6,1.0,2.0,3.0,129.0,350.0,65.0,4,2,1125,14,3.0
2,1.0,1.0,1.0,79.0,0.0,0.0,1,1,14,3,1.0
2,1.0,1.0,1.0,65.0,0.0,0.0,1,1,1125,20,3.0
2,1.0,1.0,1.0,49.0,200.0,15.0,1,1,1125,1,4.0
7,2.5,3.0,3.0,180.0,2500.0,10.0,1,2,365,3,1.0
2,1.0,1.0,1.0,30.0,0.0,0.0,1,1,3,4,1.0
7,1.5,3.0,4.0,250.0,150.0,100.0,1,4,30,1,6.0
3,1.0,2.0,2.0,150.0,0.0,75.0,1,2,30,21,3.0
8,3.5,4.0,4.0,375.0,350.0,150.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,56.0,0.0,0.0,2,2,7,18,3.0
6,2.5,3.0,3.0,300.0,350.0,175.0,1,1,1125,6,1.0
1,1.0,1.0,1.0,45.0,0.0,0.0,1,2,7,25,3.0
4,1.5,2.0,2.0,110.0,0.0,30.0,2,1,180,9,2.0
1,1.0,1.0,1.0,99.0,150.0,30.0,1,3,30,8,4.0
2,1.0,1.0,1.0,53.0,150.0,25.0,1,2,7,26,4.0
2,1.0,1.0,1.0,75.0,300.0,10.0,1,2,1125,9,1.0
2,1.0,1.0,1.0,75.0,0.0,10.0,1,1,1125,30,2.0
1,2.5,1.0,1.0,90.0,0.0,0.0,1,4,1125,15,2.0
2,1.0,1.0,1.0,69.0,0.0,21.0,1,1,1125,3,2.0
4,1.0,1.0,1.0,250.0,0.0,0.0,1,2,7,0,1.0
2,1.0,1.0,1.0,50.0,0.0,0.0,1,1,3,1,3.0
4,1.0,1.0,1.0,150.0,100.0,40.0,2,2,90,12,3.0
4,1.0,2.0,2.0,150.0,500.0,75.0,2,2,1125,22,5.0
2,1.0,1.0,1.0,150.0,100.0,0.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,150.0,200.0,0.0,1,1,1125,75,3.0
4,1.0,1.0,1.0,25.0,0.0,0.0,1,1,2,0,1.0
4,0.0,0.0,2.0,265.0,0.0,0.0,1,1,1125,0,1.0
4,1.0,2.0,3.0,320.0,0.0,0.0,3,3,1125,2,4.0
4,2.5,1.0,2.0,150.0,0.0,0.0,3,1,1125,49,3.0
2,1.0,1.0,1.0,65.0,150.0,30.0,1,3,7,33,2.0
2,1.0,1.0,1.0,45.0,0.0,0.0,1,1,1125,28,2.0
4,1.0,1.0,2.0,80.0,0.0,0.0,1,2,1125,20,2.0
2,1.0,1.0,1.0,50.0,0.0,0.0,1,2,1125,36,2.0
4,1.0,1.0,2.0,89.0,350.0,0.0,2,10,365,26,6.0
1,2.0,1.0,1.0,35.0,0.0,10.0,0,1,1125,49,2.0
2,2.0,1.0,1.0,55.0,0.0,10.0,1,1,1125,93,2.0
1,2.0,1.0,1.0,35.0,0.0,10.0,0,1,1125,44,2.0
1,1.0,1.0,1.0,35.0,150.0,0.0,1,2,1125,34,2.0
2,1.0,1.0,1.0,58.0,120.0,15.0,2,2,1125,37,5.0
6,2.5,3.0,3.0,170.0,500.0,125.0,1,2,1125,5,1.0
2,1.0,1.0,1.0,85.0,0.0,0.0,1,2,90,18,1.0
1,1.0,1.0,1.0,38.0,0.0,0.0,1,2,1125,27,2.0
3,2.5,2.0,2.0,104.0,350.0,75.0,2,3,1125,19,3.0
10,2.0,4.0,7.0,150.0,200.0,175.0,6,3,365,59,4.0
2,2.0,1.0,1.0,55.0,0.0,10.0,0,1,1125,41,2.0
2,1.0,1.0,1.0,130.0,0.0,60.0,1,3,1125,4,1.0
1,1.0,1.0,1.0,38.0,0.0,0.0,1,2,100,9,2.0
2,1.0,1.0,1.0,122.0,0.0,0.0,1,2,30,35,5.0
2,1.0,1.0,1.0,55.0,0.0,0.0,1,2,5,4,1.0
6,1.0,3.0,3.0,109.0,0.0,0.0,4,2,1125,29,4.0
6,1.0,2.0,3.0,199.0,250.0,100.0,1,1,90,21,3.0
4,1.0,1.0,2.0,100.0,200.0,50.0,1,2,1125,16,1.0
2,1.0,1.0,2.0,45.0,150.0,15.0,1,1,1125,82,2.0
2,1.0,1.0,1.0,80.0,0.0,25.0,2,1,1125,2,2.0
1,1.0,1.0,1.0,80.0,0.0,0.0,1,3,1125,0,1.0
2,1.0,0.0,1.0,99.0,500.0,0.0,1,2,1125,18,4.0
2,1.0,1.0,1.0,58.0,0.0,0.0,1,2,1125,0,2.0
2,1.0,1.0,1.0,69.0,175.0,20.0,1,2,1125,15,2.0
2,3.0,1.0,1.0,65.0,100.0,10.0,1,2,60,77,7.0
2,1.0,1.0,1.0,38.0,2000.0,0.0,1,2,1125,0,1.0
2,1.0,1.0,1.0,60.0,100.0,15.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,60.0,0.0,10.0,1,1,1125,3,1.0
8,1.0,3.0,3.0,175.0,250.0,100.0,7,1,90,56,3.0
5,1.0,1.0,2.0,80.0,0.0,0.0,2,2,7,74,3.0
2,1.0,0.0,1.0,85.0,150.0,50.0,0,2,1125,5,1.0
6,2.0,3.0,4.0,215.0,400.0,160.0,1,5,1125,1,3.0
2,1.0,1.0,1.0,120.0,0.0,0.0,1,1,1125,0,1.0
6,1.0,2.0,3.0,105.0,200.0,30.0,1,3,365,55,2.0
2,1.0,0.0,1.0,90.0,0.0,50.0,1,1,1125,4,3.0
6,1.0,2.0,3.0,125.0,500.0,99.0,4,2,1125,15,2.0
4,1.0,2.0,2.0,105.0,100.0,75.0,2,1,90,14,2.0
6,2.5,3.0,3.0,98.0,500.0,40.0,4,13,183,0,2.0
1,1.0,1.0,1.0,44.0,300.0,100.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,34.0,0.0,0.0,2,1,1125,6,3.0
1,2.5,1.0,1.0,50.0,500.0,0.0,1,5,365,0,4.0
2,1.5,1.0,1.0,85.0,100.0,35.0,2,2,29,16,1.0
1,1.0,1.0,1.0,49.0,0.0,0.0,1,1,1125,39,2.0
2,0.5,1.0,1.0,50.0,0.0,0.0,1,1,5,21,3.0
2,1.0,1.0,1.0,50.0,0.0,0.0,1,1,1125,3,1.0
2,1.0,1.0,1.0,70.0,0.0,20.0,1,1,1125,0,7.0
2,1.0,1.0,1.0,40.0,0.0,0.0,1,1,1125,1,2.0
2,1.0,1.0,1.0,40.0,0.0,0.0,1,1,1125,1,1.0
1,1.0,1.0,1.0,38.0,300.0,50.0,1,1,1125,0,1.0
1,1.0,1.0,1.0,26.0,0.0,5.0,1,1,1125,0,0.0
2,1.0,1.0,2.0,25.0,0.0,0.0,1,1,1125,4,3.0
2,2.0,1.0,1.0,49.0,400.0,30.0,1,2,1125,3,3.0
6,1.5,2.0,3.0,129.0,0.0,35.0,2,1,1125,12,3.0
5,2.0,2.0,2.0,175.0,250.0,80.0,1,2,20,5,3.0
2,1.0,1.0,2.0,42.0,100.0,25.0,0,1,30,16,2.0
4,1.5,2.0,2.0,126.0,100.0,100.0,1,2,1125,0,4.0
6,3.5,3.0,3.0,299.0,100.0,100.0,4,1,1125,5,2.0
5,1.0,1.0,2.0,99.0,0.0,40.0,1,2,1125,3,1.0
4,1.5,2.0,2.0,175.0,0.0,100.0,1,4,1125,4,4.0
4,1.0,1.0,1.0,125.0,150.0,35.0,2,2,10,0,1.0
3,1.0,1.0,2.0,120.0,200.0,50.0,3,1,30,21,3.0
2,1.0,1.0,1.0,42.0,0.0,0.0,1,1,1125,0,2.0
2,1.0,1.0,1.0,56.0,0.0,25.0,1,2,1125,31,2.0
1,1.0,1.0,1.0,55.0,500.0,0.0,1,5,365,2,4.0
2,1.5,1.0,1.0,55.0,95.0,20.0,1,1,1125,0,7.0
6,2.0,2.0,2.0,235.0,0.0,60.0,4,2,20,7,2.0
4,1.0,1.0,1.0,100.0,0.0,0.0,1,2,1125,2,4.0
2,1.0,1.0,1.0,60.0,100.0,30.0,2,3,1125,29,4.0
4,1.0,1.0,1.0,67.0,300.0,125.0,3,1,1125,21,5.0
4,1.0,1.0,1.0,95.0,200.0,50.0,2,1,21,26,3.0
5,2.0,2.0,2.0,115.0,100.0,20.0,4,2,1125,3,5.0
2,1.0,1.0,1.0,50.0,0.0,20.0,1,1,1125,58,4.0
6,2.0,3.0,4.0,199.0,0.0,0.0,6,3,1125,7,1.0
3,1.0,1.0,1.0,86.0,500.0,80.0,3,2,352,36,4.0
7,1.0,2.0,4.0,175.0,250.0,100.0,7,1,90,57,3.0
1,1.0,1.0,1.0,55.0,0.0,0.0,1,1,1125,48,2.0
2,1.0,1.0,1.0,68.0,100.0,0.0,1,2,1125,49,4.0
2,1.0,1.0,1.0,60.0,100.0,30.0,2,7,60,11,3.0
2,1.0,1.0,1.0,90.0,0.0,35.0,1,3,60,22,2.0
8,1.5,3.0,4.0,139.0,300.0,100.0,4,2,28,43,1.0
2,1.0,1.0,1.0,51.0,95.0,5.0,1,1,1125,2,1.0
2,1.0,1.0,1.0,50.0,0.0,0.0,2,1,1125,14,3.0
4,1.0,2.0,2.0,115.0,500.0,75.0,1,3,90,0,1.0
3,1.0,1.0,2.0,80.0,0.0,25.0,2,2,28,2,7.0
2,1.0,1.0,1.0,95.0,0.0,20.0,1,2,1125,6,4.0
2,2.0,1.0,1.0,85.0,0.0,30.0,1,2,30,52,4.0
3,1.0,1.0,1.0,75.0,0.0,0.0,1,1,1125,0,1.0
5,1.0,2.0,6.0,100.0,0.0,0.0,1,3,1125,2,2.0
2,1.0,1.0,1.0,63.0,100.0,50.0,0,1,30,16,2.0
4,1.0,2.0,1.0,100.0,0.0,0.0,1,2,8,1,1.0
5,1.0,2.0,3.0,135.0,300.0,95.0,3,2,1125,20,4.0
4,2.0,2.0,2.0,125.0,0.0,60.0,4,2,1125,0,3.0
4,1.0,1.0,2.0,69.0,250.0,50.0,2,2,21,1,1.0
4,1.0,1.0,3.0,280.0,0.0,50.0,4,1,1125,2,4.0
4,1.0,1.0,3.0,160.0,0.0,60.0,2,1,1125,58,2.0
4,1.0,1.0,2.0,75.0,0.0,50.0,1,7,31,2,4.0
5,1.0,3.0,3.0,98.0,0.0,0.0,1,1,365,13,5.0
3,1.0,2.0,2.0,109.0,200.0,75.0,2,1,1125,19,2.0
5,1.0,3.0,3.0,125.0,0.0,100.0,1,2,60,0,1.0
5,2.0,4.0,3.0,225.0,0.0,50.0,2,1,1125,2,3.0
2,1.0,1.0,1.0,69.0,0.0,10.0,2,1,7,209,4.0
4,1.0,2.0,3.0,75.0,0.0,0.0,2,1,30,76,6.0
10,3.0,4.0,5.0,300.0,250.0,159.0,6,2,180,4,4.0
2,1.0,1.0,1.0,60.0,0.0,40.0,0,2,30,0,2.0
2,1.0,1.0,2.0,43.0,0.0,0.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,85.0,0.0,50.0,2,3,30,113,4.0
2,1.0,1.0,1.0,110.0,0.0,0.0,1,1,1125,0,5.0
2,1.0,1.0,1.0,52.0,0.0,20.0,1,1,1125,44,4.0
2,1.0,1.0,1.0,100.0,0.0,50.0,2,3,30,23,4.0
1,1.0,1.0,1.0,50.0,0.0,10.0,1,1,21,52,3.0
2,1.0,1.0,1.0,35.0,500.0,50.0,0,2,21,15,2.0
2,1.0,1.0,1.0,66.0,100.0,20.0,2,2,30,24,1.0
4,1.0,2.0,2.0,99.0,500.0,80.0,4,2,365,11,4.0
7,1.0,2.0,3.0,89.0,0.0,45.0,2,1,1125,56,3.0
1,1.0,1.0,1.0,90.0,0.0,0.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,45.0,0.0,0.0,1,1,1125,39,2.0
2,1.5,1.0,1.0,60.0,0.0,0.0,1,1,10,3,2.0
2,1.0,1.0,1.0,50.0,100.0,15.0,1,1,1125,0,1.0
10,2.0,3.0,3.0,215.0,200.0,0.0,6,3,730,6,6.0
2,1.0,0.0,1.0,138.0,0.0,0.0,1,1,1125,11,1.0
4,1.0,0.0,2.0,375.0,0.0,0.0,1,1,1125,0,1.0
6,2.5,3.0,3.0,270.0,300.0,55.0,4,2,1125,6,1.0
9,4.0,5.0,5.0,495.0,300.0,150.0,1,3,1125,2,2.0
4,1.5,2.0,3.0,165.0,0.0,75.0,1,2,1125,14,1.0
4,2.0,1.0,2.0,129.0,500.0,100.0,4,2,365,106,3.0
2,1.0,1.0,2.0,75.0,0.0,10.0,1,2,180,105,4.0
2,1.0,1.0,1.0,80.0,200.0,0.0,2,2,1125,0,1.0
7,1.5,3.0,4.0,177.0,250.0,100.0,7,2,1125,7,1.0
5,1.5,1.0,2.0,85.0,0.0,0.0,2,1,1125,67,3.0
2,1.0,1.0,1.0,87.0,100.0,35.0,2,3,1125,6,2.0
2,1.0,1.0,1.0,78.0,0.0,0.0,2,1,5,31,2.0
2,1.5,1.0,1.0,60.0,0.0,0.0,2,2,1125,70,3.0
2,1.0,1.0,1.0,80.0,0.0,25.0,1,1,90,4,4.0
4,2.5,2.0,2.0,180.0,300.0,80.0,1,1,1125,2,1.0
2,1.0,1.0,1.0,39.0,300.0,35.0,1,2,1125,23,3.0
2,1.0,1.0,1.0,60.0,0.0,5.0,1,1,25,64,3.0
1,1.0,1.0,1.0,42.0,150.0,0.0,1,1,3,57,2.0
2,1.5,1.0,1.0,126.0,300.0,50.0,1,2,1125,14,2.0
1,1.0,1.0,1.0,60.0,0.0,0.0,1,1,1125,1,2.0
2,1.0,1.0,1.0,99.0,0.0,0.0,1,7,1125,0,2.0
3,2.0,1.0,2.0,89.0,100.0,40.0,1,1,30,1,5.0
3,1.0,1.0,2.0,79.0,100.0,40.0,1,1,30,7,5.0
6,1.0,1.0,4.0,169.0,100.0,65.0,1,1,60,4,5.0
3,1.0,1.0,3.0,79.0,95.0,50.0,1,1,31,14,5.0
2,1.0,1.0,1.0,69.0,100.0,35.0,1,1,30,4,5.0
1,1.0,1.0,1.0,60.0,0.0,0.0,1,1,1125,4,2.0
4,0.5,1.0,2.0,65.0,0.0,0.0,1,1,1125,4,6.0
4,2.0,2.0,2.0,260.0,500.0,100.0,2,1,1125,0,3.0
2,1.5,1.0,1.0,100.0,0.0,35.0,2,2,1125,18,3.0
3,1.0,0.0,1.0,90.0,250.0,50.0,2,1,1125,24,4.0
2,1.0,1.0,1.0,59.0,200.0,70.0,1,2,1125,14,3.0
3,1.0,2.0,2.0,70.0,0.0,30.0,0,2,5,8,4.0
3,1.0,1.0,2.0,65.0,0.0,15.0,2,2,1125,3,1.0
6,1.0,2.0,2.0,85.0,250.0,35.0,2,3,120,99,3.0
4,1.0,1.0,1.0,74.0,0.0,45.0,2,2,1125,2,1.0
2,1.0,0.0,1.0,99.0,0.0,60.0,1,2,1125,14,1.0
14,3.0,5.0,9.0,399.0,300.0,155.0,5,1,30,81,5.0
6,2.5,3.0,4.0,300.0,0.0,0.0,1,7,1125,0,1.0
2,0.5,1.0,1.0,65.0,0.0,0.0,1,1,1125,10,6.0
2,1.0,1.0,2.0,79.0,150.0,0.0,1,3,1125,0,1.0
2,1.0,1.0,1.0,75.0,0.0,25.0,1,1,1125,0,5.0
8,2.0,3.0,5.0,219.0,150.0,99.0,3,1,30,29,5.0
7,1.0,2.0,4.0,165.0,150.0,75.0,2,1,60,41,5.0
2,1.5,1.0,1.0,87.0,0.0,15.0,1,1,90,45,3.0
6,2.0,2.0,3.0,169.0,125.0,75.0,2,1,30,0,5.0
2,1.0,1.0,1.0,75.0,0.0,0.0,1,2,7,137,4.0
1,1.0,1.0,1.0,30.0,0.0,8.0,0,1,1125,81,4.0
2,1.0,1.0,1.0,55.0,0.0,0.0,1,1,1125,1,3.0
2,1.0,1.0,2.0,45.0,0.0,10.0,2,1,3,2,1.0
1,1.0,1.0,1.0,50.0,0.0,25.0,0,2,7,2,4.0
6,2.0,2.0,2.0,149.0,750.0,125.0,6,2,60,21,3.0
2,1.0,1.0,1.0,99.0,100.0,20.0,2,31,365,100,6.0
3,1.0,1.0,1.0,69.0,150.0,65.0,1,2,1125,26,3.0
3,1.0,1.0,1.0,69.0,200.0,70.0,1,2,30,18,3.0
2,1.0,1.0,1.0,80.0,0.0,0.0,1,1,14,59,2.0
2,1.0,1.0,1.0,55.0,0.0,10.0,1,1,5,136,4.0
2,1.0,1.0,1.0,75.0,0.0,50.0,1,3,1125,14,3.0
2,1.0,1.0,1.0,50.0,200.0,30.0,1,1,1125,5,1.0
3,1.0,1.0,1.0,69.0,200.0,70.0,1,2,30,68,3.0
5,1.0,1.0,4.0,112.0,0.0,20.0,2,1,1125,65,3.0
3,1.0,1.0,2.0,150.0,0.0,0.0,1,1,1125,0,6.0
3,1.0,1.0,1.0,65.0,0.0,0.0,1,1,90,35,2.0
6,1.0,3.0,3.0,104.0,100.0,50.0,1,1,1125,24,1.0
1,1.5,1.0,1.0,60.0,0.0,10.0,1,1,5,34,3.0
2,1.0,1.0,1.0,60.0,0.0,0.0,1,1,1125,3,1.0
1,2.5,1.0,2.0,105.0,300.0,120.0,1,7,360,5,3.0
5,1.0,2.0,2.0,144.0,0.0,85.0,2,2,1125,15,1.0
2,1.0,1.0,1.0,69.0,100.0,40.0,1,1,30,15,5.0
4,1.0,2.0,2.0,108.0,250.0,85.0,2,3,30,80,5.0
4,2.0,1.0,1.0,159.0,0.0,80.0,2,2,730,14,7.0
4,1.0,2.0,3.0,85.0,200.0,50.0,2,2,1125,11,2.0
4,1.0,2.0,2.0,135.0,250.0,50.0,2,2,1125,79,2.0
2,1.0,1.0,1.0,89.0,0.0,30.0,1,2,1125,0,4.0
3,1.0,1.0,2.0,120.0,0.0,20.0,1,1,4,7,1.0
3,1.0,1.0,1.0,70.0,300.0,50.0,3,2,1125,9,4.0
2,1.5,1.0,1.0,150.0,0.0,25.0,2,2,1125,9,4.0
5,2.5,2.0,2.0,120.0,100.0,40.0,2,2,7,1,2.0
2,0.5,1.0,1.0,65.0,0.0,0.0,1,1,1125,14,6.0
1,1.0,1.0,1.0,60.0,0.0,0.0,1,1,15,10,5.0
1,1.0,1.0,1.0,36.0,150.0,0.0,1,1,5,67,2.0
2,1.0,1.0,1.0,95.0,200.0,65.0,1,1,30,109,4.0
2,1.0,1.0,1.0,88.0,0.0,0.0,1,3,1125,0,2.0
3,1.0,1.0,2.0,75.0,100.0,15.0,2,1,10,93,1.0
6,1.0,2.0,2.0,130.0,0.0,0.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,63.0,0.0,0.0,2,2,1125,23,4.0
2,1.0,1.0,1.0,60.0,300.0,30.0,1,1,200,13,1.0
1,1.0,1.0,1.0,37.0,150.0,0.0,1,1,5,46,2.0
2,1.0,1.0,1.0,85.0,300.0,30.0,1,1,200,3,1.0
2,1.0,1.0,1.0,85.0,95.0,0.0,2,2,1125,3,1.0
4,1.0,1.0,3.0,84.0,150.0,25.0,2,1,1125,52,3.0
5,1.0,2.0,3.0,275.0,0.0,155.0,1,2,1125,0,1.0
1,1.0,1.0,1.0,39.0,200.0,50.0,1,3,1125,12,6.0
5,1.0,1.0,2.0,105.0,95.0,40.0,2,2,29,68,4.0
3,0.5,0.0,2.0,105.0,200.0,40.0,2,2,1125,39,4.0
1,1.0,1.0,1.0,40.0,0.0,0.0,1,1,2,0,2.0
2,1.0,1.0,1.0,34.0,500.0,10.0,1,1,1125,11,1.0
3,1.0,1.0,2.0,35.0,500.0,15.0,1,1,29,15,1.0
2,1.0,1.0,1.0,65.0,0.0,25.0,1,1,30,31,1.0
4,1.0,1.0,2.0,75.0,250.0,20.0,2,1,1125,2,1.0
12,3.0,4.0,6.0,199.0,199.0,189.0,8,2,1125,36,1.0
2,1.0,1.0,1.0,45.0,200.0,50.0,2,3,90,25,6.0
2,1.0,1.0,1.0,85.0,100.0,0.0,2,2,90,17,3.0
5,2.5,3.0,3.0,150.0,0.0,200.0,1,3,30,9,2.0
3,1.0,1.0,1.0,41.0,0.0,0.0,1,1,1125,3,1.0
2,1.0,1.0,1.0,45.0,0.0,0.0,1,1,1125,0,1.0
4,1.0,1.0,2.0,99.0,95.0,25.0,2,2,1125,54,3.0
3,1.0,1.0,1.0,95.0,100.0,50.0,1,1,21,9,3.0
4,1.0,0.0,1.0,79.0,0.0,38.0,2,1,30,24,3.0
2,1.0,1.0,1.0,70.0,0.0,0.0,1,2,7,2,2.0
2,1.0,1.0,1.0,50.0,0.0,0.0,1,1,13,0,1.0
2,1.0,1.0,1.0,48.0,0.0,25.0,1,3,28,297,7.0
2,1.0,1.0,1.0,65.0,0.0,0.0,1,2,10,106,2.0
2,1.0,1.0,1.0,55.0,0.0,15.0,1,1,1125,4,3.0
6,1.0,3.0,3.0,99.0,200.0,109.0,3,2,33,72,3.0
1,1.0,1.0,1.0,150.0,0.0,0.0,1,1,1125,0,1.0
3,1.0,1.0,1.0,110.0,350.0,50.0,1,3,30,3,1.0
4,2.0,2.0,2.0,120.0,0.0,0.0,2,2,1125,11,1.0
2,1.0,1.0,1.0,49.0,0.0,0.0,1,1,1125,59,2.0
6,2.0,4.0,4.0,244.0,0.0,0.0,1,3,4,1,2.0
5,1.0,2.0,3.0,125.0,250.0,50.0,1,2,31,1,1.0
8,2.0,3.0,4.0,175.0,500.0,100.0,6,3,1125,2,4.0
